ticker,date,open,high,low,close,volume,adjclose,change
018250,2018-03-22,28000.0,35650.0,27600.0,34000.0,11151326,34000.0,6000.0
018250,2018-03-23,33000.0,36750.0,32850.0,35000.0,4173167,35000.0,1000.0
018250,2018-03-26,36500.0,37250.0,33100.0,33850.0,1707836,33850.0,1150.0
018250,2018-03-27,34100.0,34350.0,31500.0,31500.0,1212588,31500.0,2350.0
018250,2018-03-28,31600.0,32800.0,30000.0,32000.0,1234395,32000.0,500.0
018250,2018-03-29,32500.0,33500.0,31150.0,33350.0,747531,33350.0,1350.0
018250,2018-03-30,33550.0,34100.0,32750.0,33550.0,387979,33550.0,200.0
018250,2018-04-02,35150.0,38850.0,35100.0,38100.0,2311448,38100.0,4550.0
018250,2018-04-03,37500.0,42850.0,37150.0,41750.0,2506070,41750.0,3650.0
018250,2018-04-04,42350.0,43750.0,40250.0,42000.0,892227,42000.0,250.0
018250,2018-04-05,42600.0,45600.0,41300.0,44950.0,1008453,44950.0,2950.0
018250,2018-04-06,44900.0,47250.0,43800.0,44650.0,882131,44650.0,300.0
018250,2018-04-09,45000.0,46850.0,45000.0,46150.0,430506,46150.0,1500.0
018250,2018-04-10,46050.0,46100.0,42800.0,45650.0,521894,45650.0,500.0
018250,2018-04-11,46100.0,46400.0,44350.0,44400.0,319927,44400.0,1250.0
018250,2018-04-12,44200.0,45800.0,42650.0,43350.0,418019,43350.0,1050.0
018250,2018-04-13,43550.0,45000.0,42250.0,44350.0,410136,44350.0,1000.0
018250,2018-04-16,44600.0,46400.0,43500.0,46350.0,385761,46350.0,2000.0
018250,2018-04-17,46600.0,47850.0,46000.0,46350.0,451380,46350.0,0.0
018250,2018-04-18,46500.0,47100.0,45700.0,46250.0,250181,46250.0,100.0
018250,2018-04-19,46200.0,46800.0,45300.0,45600.0,282823,45600.0,650.0
018250,2018-04-20,45100.0,45200.0,43700.0,43850.0,339861,43850.0,1750.0
018250,2018-04-23,42850.0,44550.0,41950.0,43600.0,330383,43600.0,250.0
018250,2018-04-24,43200.0,45950.0,43200.0,45550.0,359592,45550.0,1950.0
018250,2018-04-25,45050.0,45550.0,43900.0,44350.0,200469,44350.0,1200.0
018250,2018-04-26,44400.0,45750.0,43800.0,44800.0,198889,44800.0,450.0
018250,2018-04-27,44500.0,45650.0,44500.0,44900.0,152577,44900.0,100.0
018250,2018-04-30,44800.0,45200.0,43700.0,45200.0,316680,45200.0,300.0
018250,2018-05-02,45100.0,45100.0,43900.0,44400.0,150181,44400.0,800.0
018250,2018-05-03,44500.0,45350.0,43650.0,44600.0,169363,44600.0,200.0
018250,2018-05-04,44800.0,49150.0,44600.0,46850.0,593272,46850.0,2250.0
018250,2018-05-08,47950.0,50700.0,47600.0,49400.0,667111,49400.0,2550.0
018250,2018-05-09,51500.0,53500.0,49900.0,50600.0,640503,50600.0,1200.0
018250,2018-05-10,50600.0,52500.0,49550.0,52000.0,306096,52000.0,1400.0
018250,2018-05-11,51900.0,53400.0,51200.0,52200.0,225749,52200.0,200.0
018250,2018-05-14,51900.0,52000.0,49650.0,49900.0,398220,49900.0,2300.0
018250,2018-05-15,49900.0,50300.0,48350.0,48750.0,234779,48750.0,1150.0
018250,2018-05-16,48750.0,50000.0,48200.0,48900.0,207755,48900.0,150.0
018250,2018-05-17,48900.0,48950.0,47500.0,47900.0,183285,47900.0,1000.0
018250,2018-05-18,47800.0,48750.0,47300.0,47950.0,129368,47950.0,50.0
018250,2018-05-21,48850.0,48850.0,47650.0,48200.0,140536,48200.0,250.0
018250,2018-05-23,48750.0,48800.0,46400.0,46700.0,220035,46700.0,1500.0
018250,2018-05-24,46350.0,48750.0,44750.0,48750.0,386310,48750.0,2050.0
018250,2018-05-25,48200.0,49550.0,46500.0,48500.0,290555,48500.0,250.0
018250,2018-05-28,48350.0,50300.0,48150.0,50300.0,316943,50300.0,1800.0
018250,2018-05-29,50400.0,51000.0,49250.0,50100.0,232128,50100.0,200.0
018250,2018-05-30,50100.0,50700.0,48400.0,50700.0,239123,50700.0,600.0
018250,2018-05-31,51300.0,55900.0,50900.0,55700.0,589241,55700.0,5000.0
018250,2018-06-01,55800.0,59400.0,54300.0,57400.0,450629,57400.0,1700.0
018250,2018-06-04,57400.0,62300.0,56700.0,60400.0,581829,60400.0,3000.0
018250,2018-06-05,61300.0,62800.0,57500.0,58200.0,476151,58200.0,2200.0
018250,2018-06-07,58900.0,60800.0,56200.0,58200.0,389807,58200.0,0.0
018250,2018-06-08,58400.0,60000.0,57200.0,59000.0,213459,59000.0,800.0
018250,2018-06-11,59000.0,59600.0,57700.0,58200.0,180359,58200.0,800.0
018250,2018-06-12,58200.0,59200.0,56300.0,57300.0,240650,57300.0,900.0
018250,2018-06-14,57600.0,63000.0,57300.0,63000.0,550999,63000.0,5700.0
018250,2018-06-15,64500.0,66500.0,61600.0,63600.0,380120,63600.0,600.0
018250,2018-06-18,62900.0,63400.0,59500.0,61800.0,330040,61800.0,1800.0
018250,2018-06-19,61000.0,61500.0,57400.0,57600.0,317183,57600.0,4200.0
018250,2018-06-20,57300.0,62200.0,57300.0,61400.0,355438,61400.0,3800.0
018250,2018-06-21,62900.0,73500.0,62600.0,66400.0,1653066,66400.0,5000.0
018250,2018-06-22,66900.0,71000.0,65500.0,69500.0,630627,69500.0,3100.0
018250,2018-06-25,69700.0,75500.0,69300.0,74500.0,620514,74500.0,5000.0
018250,2018-06-26,73500.0,76800.0,72100.0,74300.0,466014,74300.0,200.0
018250,2018-06-27,74000.0,74700.0,70100.0,72600.0,427705,72600.0,1700.0
018250,2018-06-28,71000.0,77200.0,71000.0,74300.0,432534,74300.0,1700.0
018250,2018-06-29,75600.0,75700.0,72800.0,74100.0,210033,74100.0,200.0
018250,2018-07-02,73500.0,78100.0,73500.0,75700.0,375878,75700.0,1600.0
018250,2018-07-03,76800.0,77500.0,71700.0,73500.0,459932,73500.0,2200.0
018250,2018-07-04,73200.0,74900.0,70200.0,71100.0,307857,71100.0,2400.0
018250,2018-07-05,72100.0,73500.0,71200.0,71800.0,191474,71800.0,700.0
018250,2018-07-06,72100.0,73000.0,69900.0,71600.0,199215,71600.0,200.0
018250,2018-07-09,72500.0,74300.0,72000.0,73500.0,168540,73500.0,1900.0
018250,2018-07-10,74500.0,79000.0,74200.0,78000.0,510278,78000.0,4500.0
018250,2018-07-11,78000.0,78100.0,75800.0,76400.0,199070,76400.0,1600.0
018250,2018-07-12,76400.0,77400.0,74200.0,76700.0,213445,76700.0,300.0
018250,2018-07-13,77000.0,78900.0,77000.0,77500.0,159742,77500.0,800.0
018250,2018-07-16,78500.0,78500.0,74000.0,74500.0,260243,74500.0,3000.0
018250,2018-07-17,74000.0,75300.0,72300.0,72500.0,182903,72500.0,2000.0
018250,2018-07-18,72600.0,73300.0,67100.0,69300.0,490181,69300.0,3200.0
018250,2018-07-19,68400.0,69900.0,61800.0,64600.0,833913,64600.0,4700.0
018250,2018-07-20,64600.0,68100.0,62600.0,67500.0,421822,67500.0,2900.0
018250,2018-07-23,66900.0,67500.0,64100.0,64500.0,209545,64500.0,3000.0
018250,2018-07-24,63600.0,68300.0,63400.0,67800.0,294528,67800.0,3300.0
018250,2018-07-25,69500.0,69500.0,66500.0,67000.0,223956,67000.0,800.0
018250,2018-07-26,68900.0,70600.0,67500.0,70200.0,194961,70200.0,3200.0
018250,2018-07-27,70400.0,72900.0,68900.0,72000.0,235334,72000.0,1800.0
018250,2018-07-30,72700.0,72700.0,70000.0,70000.0,135688,70000.0,2000.0
018250,2018-07-31,69000.0,70000.0,66000.0,66600.0,296405,66600.0,3400.0
018250,2018-08-01,67800.0,72000.0,67200.0,71000.0,287187,71000.0,4400.0
018250,2018-08-02,71200.0,72000.0,69000.0,69600.0,173136,69600.0,1400.0
018250,2018-08-03,68900.0,70900.0,68200.0,70000.0,115664,70000.0,400.0
018250,2018-08-06,69900.0,70500.0,66600.0,67200.0,186622,67200.0,2800.0
018250,2018-08-07,67300.0,68100.0,65900.0,67100.0,130187,67100.0,100.0
018250,2018-08-08,69900.0,70500.0,64200.0,64800.0,549447,64800.0,2300.0
018250,2018-08-09,65100.0,65600.0,61500.0,65300.0,418143,65300.0,500.0
018250,2018-08-10,64700.0,65700.0,63900.0,65000.0,170389,65000.0,300.0
018250,2018-08-13,64100.0,64800.0,61400.0,61400.0,235430,61400.0,3600.0
018250,2018-08-14,60700.0,63500.0,60700.0,62100.0,161726,62100.0,700.0
018250,2018-08-16,60500.0,63100.0,60400.0,62300.0,160561,62300.0,200.0
WARN: The method class org.apache.commons.logging.impl.SLF4JLogFactory#release() was invoked.
WARN: Please see http://www.slf4j.org/codes.html#release for an explanation.
2020. 2. 28 오후 5:04:59 경고: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
2020. 2. 28 오후 5:04:59 정보: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 1919531 records.
